mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,spectral_centroid_mean,spectral_centroid_std,spectral_rolloff_mean,spectral_bandwidth_mean,zcr_mean,tempo,rms_mean,filename,genre
-111.13056,103.09619,10.90997,34.348927,22.34365,17.868382,6.8071394,6.333683,5.488653,0.61881375,0.33940026,3.8250782,2.0442042,68.31273,33.397324,16.218916,16.019644,11.143806,11.311409,10.465018,8.055874,7.348584,8.256989,7.915541,7.487182,7.1527505,0.30901402,0.4190958,0.31757736,0.31793296,0.49545136,0.3815906,0.40794212,0.32092774,0.40153784,0.48300153,0.33455914,0.3471159,1901.4116456876454,872.2784608851965,4192.274649888738,2421.1106771081168,0.06621728666795666,107.666015625,0.18398008,pop.00010.wav,pop
-240.68593,97.109665,0.40661886,-0.2689551,-10.478993,-15.741311,1.3906448,-17.873804,-9.089088,-8.767288,-14.260694,-5.5017834,-8.3689575,52.61604,31.373312,20.781183,18.745497,14.143852,11.626193,12.25358,12.917518,10.640185,9.475496,8.994141,9.740021,11.501981,0.17318825,0.14520554,0.27989307,0.09804821,0.18095888,0.29363263,0.1660756,0.37122405,0.21481849,0.43329716,0.23640232,0.114811026,2200.7996805880507,748.9059639927043,4627.663683817483,2579.8254962150922,0.08712532350522446,184.5703125,0.055772327,pop.00011.wav,pop
-50.85386,80.22757,-9.293903,20.294153,12.106113,6.7842712,6.279613,3.4291553,-3.9568374,2.5745726,-5.706396,0.4841115,-0.5719531,47.236958,25.705774,20.39485,12.469533,12.503917,10.404472,8.867077,8.702564,8.546565,10.353316,7.5858083,8.036127,8.069445,0.42046538,0.35938746,0.41135263,0.41280547,0.36177492,0.48735335,0.33782774,0.3464551,0.3346183,0.39122006,0.41648856,0.3508959,2679.2839905691167,761.4806041844988,5533.6998718072755,2661.8102808791496,0.12593423471362228,99.38401442307692,0.16416128,pop.00012.wav,pop
-161.65413,85.566696,53.275494,32.21721,27.195436,11.300175,7.8961716,8.764694,1.2665906,13.211441,0.06758925,4.8267465,3.1036131,71.40296,29.377388,21.711931,16.991083,9.052095,13.145986,9.876148,10.523153,9.510312,11.915367,10.536409,7.8793287,9.238663,0.54393536,0.3791452,0.32914957,0.22834383,0.24647078,0.32477129,0.31582704,0.3603797,0.3473427,0.3785296,0.41197398,0.4084329,2150.085229874043,996.2708973524532,5224.360075676035,2917.6059092800347,0.05165917364067337,143.5546875,0.17306519,pop.00013.wav,pop
-135.32312,107.81954,-13.443976,19.0207,8.798831,12.496944,1.0323982,11.318429,2.543213,1.2272974,-6.39171,5.854486,2.8814301,38.983887,19.788736,21.580084,16.76346,12.858825,9.618505,12.067171,9.295813,7.2743196,7.3338857,7.5022335,6.9362774,6.526022,0.5171433,0.5005692,0.47027594,0.5539452,0.41264313,0.3391224,0.3047923,0.37460652,0.41409513,0.37899548,0.41663438,0.42943963,1997.9771683248648,527.9996473585622,4139.38330304881,2291.3767266632785,0.0880610699255031,117.45383522727273,0.07802102,pop.00014.wav,pop
-45.75362,65.276146,12.941988,14.516027,7.0181103,4.4085183,6.6144414,3.298751,7.7367697,4.059378,3.6551008,2.6030385,4.055315,65.9846,24.050003,21.289423,16.18142,10.648197,13.641645,12.281798,9.311926,8.78025,8.791245,7.101801,7.7046356,7.6147003,0.5423383,0.42122695,0.42345265,0.4012305,0.30166212,0.31304732,0.36079165,0.44554567,0.34327734,0.3258087,0.36347744,0.39882478,3207.220332891123,917.9528105558247,7019.807552184114,3125.8917931551077,0.14158379994678794,103.359375,0.1961825,pop.00015.wav,pop
-97.0082,51.786003,18.738693,20.481663,5.6104527,3.5735023,5.5722895,0.737395,7.3361273,1.6588529,-2.7012625,-0.44397426,-1.0818589,80.70666,24.82374,20.684868,17.189583,12.520248,13.899143,12.055169,11.920444,10.801096,8.648102,10.2104025,9.502669,7.639265,0.3960597,0.44225678,0.40813845,0.48619816,0.35333237,0.32646847,0.3721519,0.30047163,0.3349192,0.33430055,0.4503991,0.46055943,3490.329748964607,955.841728519582,7499.387985560178,3205.8190593470636,0.15341592794601394,107.666015625,0.14658915,pop.00016.wav,pop
-53.12336,78.31344,2.2469547,18.838303,3.864591,2.5142796,-3.799186,6.814705,-0.8102047,8.754906,-4.800525,-2.151995,1.2861207,30.279774,20.370667,28.826517,14.730526,12.805835,11.493013,8.815631,10.477858,7.972328,7.9420815,7.7423534,6.846826,6.176399,0.39968377,0.49125677,0.36855057,0.45508304,0.37029555,0.4069041,0.6275996,0.44464442,0.40195236,0.3903225,0.44382054,0.42343324,2789.1243751604316,611.1182482322173,6112.05470790804,2795.4017589510063,0.12622977336493807,107.666015625,0.14308856,pop.00017.wav,pop
-48.958145,62.637794,34.22583,12.313788,16.560747,8.622408,8.7671175,5.245012,6.79424,9.059274,-4.085325,-0.7463065,-0.37564674,46.87896,21.441746,21.34317,16.620451,10.311506,12.417171,10.185498,9.190916,8.716751,9.28853,7.64299,7.6404138,6.5207314,0.47454077,0.3863184,0.36733168,0.4858429,0.3927093,0.36733738,0.30678365,0.42921707,0.53286076,0.38103515,0.4174715,0.37867758,3433.92215467519,916.1818670639261,7932.5853660748835,3405.627632829895,0.12773467734133126,123.046875,0.20742075,pop.00018.wav,pop
-25.156342,70.818924,2.9392478,7.5544662,1.4596194,2.8461227,1.9075499,-6.8259797,0.291451,-1.9537078,-6.6516356,-0.24398105,-0.7550278,62.29394,28.746153,21.55539,17.271482,14.102163,15.778702,11.391876,10.191723,11.093761,9.8922415,8.997408,7.6157627,8.240082,0.4870998,0.3869969,0.49587905,0.4987117,0.31767917,0.28536332,0.2973532,0.4753176,0.2973557,0.24597114,0.36696953,0.36567003,3130.9812160844167,1095.436706078153,6552.402045187935,2944.782384135563,0.15605347813467493,92.28515625,0.2108711,pop.00019.wav,pop
13.536641,58.196354,-2.2051022,5.008136,8.070771,-0.4792645,4.1051793,2.2589247,4.2934737,3.5860925,-0.5052726,2.4214692,1.8804909,57.273132,19.8939,17.678825,13.80814,11.241045,11.944674,9.24447,10.309026,9.216507,9.20524,7.868217,7.5330086,7.861659,0.5202658,0.33426085,0.42314073,0.46050104,0.34686103,0.3948993,0.3766729,0.504219,0.41420978,0.37547722,0.41517058,0.38216218,3487.4996203779583,817.230845854989,7444.24665232561,3132.2284173757953,0.17974985789957432,107.666015625,0.24811077,pop.00020.wav,pop
-23.23011,53.819164,-0.6900112,14.726739,4.8718457,6.73059,4.84588,4.9450912,4.264521,3.1102583,2.549565,2.9879475,4.6363297,83.14924,28.887762,18.764761,12.192542,11.940742,11.653141,9.041883,8.55155,8.812543,8.871915,6.3498397,8.018821,6.4025044,0.6543718,0.45082602,0.5226592,0.5713579,0.4934724,0.47275698,0.42171958,0.54825276,0.49471956,0.4423773,0.48053575,0.49968544,3502.139027387522,904.0858143860261,7199.581465115857,3026.937586569852,0.1870177655766254,99.38401442307692,0.19348684,pop.00021.wav,pop
-45.71781,65.287415,12.934513,14.516592,7.038325,4.395021,6.6337786,3.301898,7.7297864,4.070035,3.6681185,2.606271,4.0490017,65.84354,24.014336,21.27996,16.19,10.640283,13.630265,12.244918,9.325782,8.7974,8.8003025,7.1264763,7.683262,7.600322,0.5438219,0.42008397,0.42405686,0.3996527,0.3009,0.31299245,0.3634856,0.44612902,0.34262815,0.32538223,0.36312103,0.40080667,3206.199866093883,915.3078266879843,7019.440887734617,3126.2162445699487,0.14153920460042568,103.359375,0.1961218,pop.00022.wav,pop
-44.287426,51.327915,24.990486,12.160306,10.873074,7.612087,8.21147,-0.77332944,5.946744,4.7616363,-2.5084326,1.3215402,-1.946599,68.361115,31.342829,27.001955,19.640255,13.328297,14.081553,11.536488,10.156928,11.064662,9.503278,8.408412,8.445813,8.326799,0.4566011,0.36274895,0.40374807,0.408621,0.47284308,0.40104467,0.34265783,0.45563623,0.36841813,0.3502506,0.31689638,0.3816423,3759.8089732129138,1208.2547412632277,7855.135834401606,3293.7281764334216,0.17767428466041021,103.359375,0.21067363,pop.00023.wav,pop
-40.830166,61.521126,9.867293,10.09655,8.454962,5.366854,8.376651,3.5050008,8.251043,5.8800583,-0.10423893,-0.5703608,0.55144525,62.344578,23.89656,20.21487,18.788498,13.10662,14.1826515,10.858031,10.690987,9.63253,9.744566,8.600014,8.632115,7.399833,0.3586148,0.4468541,0.34865168,0.39423853,0.46242312,0.3738118,0.43994263,0.42223248,0.512577,0.4402347,0.33429304,0.3978973,3301.8647028211412,893.3471712190194,7302.64750855626,3175.6669505910377,0.14452671488003097,117.45383522727273,0.20751022,pop.00024.wav,pop
-106.83286,81.01405,47.822872,13.640558,13.000602,6.8951917,7.581348,-2.6333249,-2.4983122,1.8714975,-5.139433,-2.7431228,-3.6675773,71.48498,35.26947,23.430382,15.559966,11.218593,13.999045,11.014925,10.033035,12.15631,10.09896,9.013423,7.4896603,7.8704734,0.3348667,0.32070336,0.43675676,0.3198756,0.34217197,0.25365674,0.33588818,0.4469545,0.30039734,0.31532136,0.26955724,0.28822675,2928.6503834649243,1257.9664842880945,6817.467109042424,3201.0195484910073,0.10574085719814241,151.99908088235293,0.1896258,pop.00025.wav,pop
-73.36742,97.46428,16.87055,-0.57903767,7.180089,4.872417,0.7465055,-5.5500164,0.9903747,4.9166174,-5.8354435,-4.9214163,-0.030956399,64.52698,28.374962,23.200817,16.156267,16.342842,13.286739,11.831115,12.637926,10.788674,9.964784,8.862027,9.272421,8.476359,0.46378896,0.28745392,0.316596,0.24600798,0.32340488,0.26718265,0.25042027,0.5417893,0.391104,0.34660313,0.24407439,0.3419296,2526.130442686517,1004.7266363013686,5554.674744975087,2848.670626274591,0.10354207986648607,75.99954044117646,0.1956684,pop.00026.wav,pop
-75.36613,83.33488,10.703896,14.455102,14.244521,7.4102573,5.279713,-0.4001259,5.7177563,3.3618035,-2.521102,-4.227081,-1.845522,68.25373,28.665207,18.70822,14.7549,12.042403,11.473533,10.525826,9.927788,10.001591,8.405489,7.871196,8.06623,7.7514544,0.3000909,0.3791849,0.47011828,0.32529423,0.34228867,0.31392196,0.4427254,0.40113723,0.3394768,0.41950357,0.37264565,0.4225669,2682.713194799874,897.5989805971124,5957.288977088574,2924.230379942181,0.1019147276509288,83.35433467741936,0.15791942,pop.00027.wav,pop
-45.638737,74.704506,15.98023,14.800469,8.992414,8.204232,5.6863494,5.2544928,5.396809,2.4352226,0.779439,1.1747062,-2.359165,58.0722,22.128962,16.865334,16.19411,10.484823,10.7328415,8.08825,7.332888,8.929601,7.193605,7.2997785,6.9845676,7.1055408,0.32181808,0.24336594,0.36526066,0.46009198,0.30885354,0.35387927,0.30342147,0.45916167,0.34240288,0.30180553,0.4326272,0.2994693,2946.5774176287164,847.4143529913664,6656.151417829673,3051.63637253713,0.1212698638254644,99.38401442307692,0.19456434,pop.00028.wav,pop
-40.52484,73.47652,22.62272,12.355103,14.860799,8.946286,5.305813,9.025768,2.0851216,4.3038497,-3.1314619,1.844642,2.0324934,55.592354,26.06089,19.677986,15.392561,11.098209,11.199151,7.9127517,8.654955,8.035135,9.328736,8.125429,7.568504,6.865236,0.3698332,0.4696386,0.3368349,0.3690795,0.3375782,0.33759508,0.3284425,0.35419345,0.447606,0.305666,0.32361004,0.276974,2988.85797981166,819.5208567516285,6919.399826002564,3143.032661235072,0.11157037599167957,161.4990234375,0.23414308,pop.00029.wav,pop
-18.171194,72.29644,-4.867231,-0.35958102,1.6975715,-0.9182093,-1.3221729,-0.34197286,0.64732283,-0.1809803,-1.2175112,-1.0574641,2.5195053,57.778263,22.349442,17.082207,15.126051,10.442978,11.597796,8.989044,9.422674,10.430056,8.475623,8.875634,7.953418,6.3560295,0.40088522,0.53338075,0.2907768,0.37262848,0.26026064,0.3725746,0.25683156,0.28990224,0.4687373,0.32162455,0.4413841,0.28339642,3070.6451711304394,780.6889583730654,6652.968103745405,2975.8591939206276,0.14873984133126936,95.703125,0.20310587,pop.00030.wav,pop
-18.854591,71.32852,-3.743232,-1.3965917,0.71034753,-1.0491368,-1.0524067,-0.24947147,0.62396353,0.42929915,-1.4892838,-1.0790832,2.415428,58.113247,22.2681,16.854277,15.726243,11.133483,11.93502,9.300848,9.798742,10.934669,8.958646,9.208961,8.447274,6.8657274,0.41269454,0.5371377,0.30048683,0.37944496,0.26979354,0.3804133,0.26501057,0.30320096,0.47377816,0.33159313,0.4450528,0.2937996,3111.0610992009765,779.6989860357453,6745.27587890625,2992.1921120372886,0.15291026206946595,95.703125,0.19834772,pop.00031.wav,pop
-113.1695,41.588142,21.516308,11.092117,17.440653,0.6074316,3.0293286,0.08450875,3.4569807,0.2906402,0.61601543,1.2555636,2.8942456,78.71344,29.644672,24.945078,20.32898,15.4141035,14.61073,11.431543,12.274307,12.2236,9.628684,9.176616,8.607767,8.53559,0.44348058,0.4932909,0.3737621,0.47801247,0.47693446,0.34438592,0.38950938,0.4031716,0.49145693,0.38340172,0.3909278,0.45145693,4225.564575455603,1279.9727927644924,8483.032037599169,3404.2193029459822,0.22873671209849072,95.703125,0.097890966,pop.00032.wav,pop
-69.00193,73.77,-12.468982,9.536623,-0.045610458,12.718271,3.1650596,-0.084657654,2.5223582,2.8746746,-1.6729782,-3.025172,1.614928,95.91798,22.274757,22.896923,15.88649,13.197157,15.288373,11.656855,12.761019,10.502581,7.5661964,8.522184,9.790413,6.656518,0.54463905,0.3507334,0.38803208,0.33771315,0.39116663,0.4300086,0.44777724,0.53182083,0.40409365,0.41886207,0.35383192,0.47614253,2835.0593021892837,661.715013342013,5945.014051313371,2731.7531718304963,0.13706266326431887,99.38401442307692,0.139912,pop.00033.wav,pop
-59.58959,77.30937,26.367233,3.1743202,6.7570415,-0.06425405,-0.6247924,-0.69048333,4.141959,-0.44033715,-4.541956,-3.5614958,-2.203065,67.19018,27.42002,20.140562,16.768965,13.86637,15.851676,11.855615,10.409628,10.42889,9.499359,8.658613,7.342874,7.683871,0.3578246,0.26545385,0.34856552,0.3033147,0.29839793,0.47527057,0.2991693,0.31512308,0.26647955,0.3969143,0.4743181,0.28929195,3141.655140286262,1030.2022539743311,7237.0312386622,3230.4022459601906,0.131055518938661,95.703125,0.18744317,pop.00034.wav,pop
24.46663,68.96241,-4.2113004,-1.0326179,5.249467,2.9858522,4.336798,4.2872887,6.422605,3.6307845,0.11548241,-0.00023511762,2.0697718,55.060783,20.378769,17.7866,14.467451,10.757279,11.1346445,8.782445,8.6612215,8.077998,8.00115,7.108996,7.5690217,6.763656,0.35504636,0.434683,0.3414665,0.47341707,0.37567532,0.29660758,0.4155535,0.38469777,0.53100646,0.35466805,0.4878568,0.49420595,3194.1768682916545,729.4969605563456,6993.782709552776,3052.8892510243627,0.15937998863196595,107.666015625,0.28261182,pop.00035.wav,pop
-44.214016,76.17581,22.921127,16.816143,22.998915,3.266593,6.908667,0.103138596,6.4956775,6.5420895,0.85448545,2.7243903,4.5169544,66.93945,28.591228,22.553186,17.189182,12.912964,15.276002,10.578233,8.969621,7.9900813,9.723436,6.746912,6.665083,7.162281,0.41800627,0.35874015,0.44888937,0.4079426,0.47633684,0.40279928,0.35682032,0.41719452,0.3588532,0.38412192,0.31060174,0.39458233,2944.4779985642813,1120.7050995774084,6877.916743511755,3162.425540413327,0.1151153281008127,99.38401442307692,0.25645226,pop.00036.wav,pop
4.804322,64.50391,-2.501273,10.419498,3.2420893,7.8209686,3.101567,1.4055256,6.7450037,4.884832,3.2736435,1.747771,3.3316636,63.50406,22.887861,27.23341,15.820561,10.889756,12.687179,9.616704,10.79154,9.782947,9.526393,8.331893,8.223913,7.3632894,0.5541776,0.48196,0.4840813,0.4451884,0.35990533,0.36656913,0.41988933,0.51993024,0.45418933,0.45121098,0.42821088,0.45523247,3236.3834897605984,794.3654006906496,6698.901159327835,2953.665320076075,0.16482477808146284,103.359375,0.24089603,pop.00037.wav,pop
-15.679173,59.269085,-1.5834023,12.570526,8.758746,3.9658687,2.0486033,4.2323008,4.9891315,2.9016714,2.327089,1.9943118,1.7193478,63.17884,23.55066,18.49691,12.534593,11.072177,10.017736,8.29502,8.913215,8.396167,7.912354,7.251798,7.6895156,7.3691845,0.32100496,0.4469895,0.3371633,0.41021162,0.48892808,0.36072,0.40493244,0.3564347,0.5365969,0.43621102,0.35731712,0.35060072,3267.580275537532,866.6330088831471,6921.308147796536,3014.383904612794,0.14652330144640094,92.28515625,0.22182827,pop.00038.wav,pop
-19.479713,51.92009,37.00408,13.1163845,14.590094,3.2076254,15.297412,-0.77946484,7.2424235,10.393448,-0.37440062,6.2307696,-1.1885153,63.56332,24.688246,25.91273,19.196745,16.247526,14.782656,10.638873,10.605027,9.780273,9.639597,8.535305,8.885074,7.414071,0.39020824,0.3443811,0.31436563,0.42547423,0.4465132,0.32663402,0.3448924,0.31520656,0.4577594,0.3848209,0.3770165,0.48255846,3934.6043578715803,1048.5563858384355,8525.24844898897,3509.582338482005,0.18717800648219815,83.35433467741936,0.27970567,pop.00039.wav,pop
-76.91657,113.29569,-6.219377,19.94625,15.115961,-3.289381,4.7895107,1.0169308,2.2929256,-0.0114684915,-3.7627332,4.241214,2.2863302,75.98616,21.143747,19.955605,11.483432,9.999189,11.982426,8.754664,7.614222,7.366936,7.419275,6.6786933,8.22682,9.731163,0.30858785,0.24154519,0.39742556,0.3627008,0.22004771,0.31856826,0.17835867,0.21010444,0.1617638,0.28297052,0.5486898,0.27615735,1962.259860440553,511.21086195743004,3821.2268935637576,2325.3182258713837,0.0958112120259288,129.19921875,0.19927946,pop.00040.wav,pop
-204.75298,101.60512,26.384224,9.1857195,10.460928,5.1089187,-9.447198,9.308317,-12.491376,-2.4966693,6.212447,-9.488957,-2.5600326,57.08597,28.888464,23.724922,14.020691,18.24578,13.689068,14.809242,11.120048,11.826024,11.005762,11.296095,9.765374,10.819413,0.22803819,0.2153561,0.40643382,0.32738885,0.2077196,0.40929165,0.26195174,0.25051075,0.19473067,0.2756838,0.3757104,0.23574626,2053.894371276876,828.5668897395091,4508.014407320288,2559.593930825625,0.0753657574255031,107.666015625,0.08329674,pop.00041.wav,pop
-37.071033,68.84185,10.511309,23.959776,15.370536,3.547914,11.677659,2.9124515,2.5459216,4.7503414,-1.5888675,2.5664659,-1.0170678,53.588818,26.49189,21.46387,14.107497,11.666364,12.463334,12.363826,9.904221,9.269107,10.873973,7.221292,7.3515344,7.023038,0.3525121,0.4655826,0.32328665,0.40943494,0.4959683,0.2870683,0.33268255,0.33534044,0.45957667,0.35910273,0.35999385,0.3762084,3002.6169823427717,891.3268703473714,6445.919355740857,2972.7827670259026,0.14374780802534828,92.28515625,0.22344245,pop.00042.wav,pop
-50.890957,68.04223,12.082594,36.314426,8.646877,19.502785,10.72235,12.312874,1.6614351,10.164873,4.8397875,1.6969053,2.7312357,47.96619,32.60899,18.941166,17.669764,14.76096,12.01683,9.469845,8.599315,9.005185,8.603513,7.5954165,7.073186,6.908279,0.49685025,0.59896386,0.44332334,0.45117283,0.37014887,0.48263937,0.48007777,0.44085056,0.51450545,0.44219884,0.49994722,0.46067035,2703.2416682609646,1065.1892388797723,5776.106739339445,2725.9617319867466,0.1032971833881579,135.99917763157896,0.25419882,pop.00043.wav,pop
-47.93828,54.159214,-4.005042,21.512901,13.886649,6.003954,13.75534,1.0669997,6.722088,6.232228,1.6225083,0.45345965,2.414838,56.364475,22.846893,26.358063,17.312805,13.544307,15.399079,13.038059,11.971299,9.213332,9.941199,8.136296,8.01066,8.993666,0.48990506,0.44537884,0.47818404,0.50592095,0.39242953,0.3582451,0.43259674,0.56365114,0.47926062,0.40035197,0.46195596,0.465864,3143.535196698567,783.977456854695,6689.351217075029,3016.4276117711397,0.135637501814048,117.45383522727273,0.22276354,pop.00044.wav,pop
-71.61501,81.12124,16.355665,8.950534,13.818387,-0.7371726,12.522272,-0.6393704,3.043049,3.0547535,-3.2121913,-1.3185769,-0.64025855,73.73637,33.6039,31.322947,19.985493,15.701512,16.484308,14.857588,12.480364,11.254596,11.222676,10.967269,8.6942005,8.602607,0.4215141,0.4017534,0.36014256,0.40675747,0.3889067,0.5051614,0.3610756,0.46802115,0.51562923,0.37736058,0.4042093,0.34390163,2842.6607931089798,1080.5468293981023,6479.344153625677,3039.1056726884412,0.12498941805340558,117.45383522727273,0.2022946,pop.00045.wav,pop
-72.17291,81.3121,16.72972,8.680574,14.163569,-1.0486612,12.839069,-0.5343491,3.1377692,3.1529665,-3.4740796,-1.1388,-0.68516254,73.683945,32.998318,31.827282,20.118612,15.755048,16.263868,14.887231,12.651491,11.466231,11.082728,10.956468,8.696067,8.522594,0.4270515,0.40467003,0.36215305,0.4078118,0.3915008,0.49956048,0.35658014,0.47249973,0.51903665,0.38155797,0.4091762,0.3485401,2838.0210737706198,1082.7256265402818,6485.7024485112715,3045.7558870993503,0.12218028915924922,117.45383522727273,0.20336604,pop.00046.wav,pop
